feedback_id,customer_id,date,feedback_text,source
F000954,C0373,2026-03-12,The experience has become frustrating.,Interview
F000955,C0374,2026-03-20,We are having too many problems.,Support
F000956,C0375,2026-03-25,The dashboard is very useful.,Survey
F000957,C0375,2026-03-08,Our team has had a good experience.,Survey
F000958,C0376,2026-04-27,The dashboard is very useful.,Review
F000959,C0377,2026-03-11,The dashboard is very useful.,Survey
F000960,C0377,2026-03-11,Our team has had a good experience.,In-app
F000961,C0378,2026-04-18,The product has improved our workflow.,Survey
F000962,C0378,2026-04-18,The product is easy to use.,In-app
F000963,C0378,2026-04-18,The integration keeps causing problems.,Survey
F000964,C0378,2026-04-18,The product has improved our workflow.,In-app
F000965,C0379,2026-03-02,The integration keeps causing problems.,Support
F000966,C0379,2026-01-24,We are having too many problems.,Support
F000967,C0379,2026-04-25,The integration setup is confusing.,Interview
F000968,C0379,2026-04-17,The product is easy to use.,Review
F000969,C0380,2026-01-12,The product has improved our workflow.,In-app
F000970,C0380,2026-02-27,The dashboard is very useful.,Review
F000971,C0380,2026-02-14,We are considering other options.,Interview
F000972,C0380,2026-04-27,We are considering other options.,Interview
F000973,C0381,2026-04-29,The product is easy to use.,Review
F000974,C0382,2026-04-07,The product is easy to use.,Survey
F000975,C0382,2026-04-08,The integration setup is confusing.,Survey
F000976,C0382,2026-04-07,We are considering other options.,Support
F000977,C0383,2026-04-19,The product has been difficult to use recently.,Support
F000978,C0384,2026-03-10,The dashboard is very useful.,Survey
F000979,C0384,2026-04-03,Our team has had a good experience.,In-app
F000980,C0384,2026-04-28,Our integration is not working properly.,Support
F000981,C0384,2026-04-12,We need a more reliable integration.,Support
F000982,C0385,2026-02-16,Our team has had a good experience.,Survey
F000983,C0385,2026-04-03,The product has improved our workflow.,Survey
F000984,C0386,2026-02-22,The product has improved our workflow.,Survey
F000985,C0386,2026-02-22,We are considering other options.,Support
F000986,C0386,2026-04-02,The experience has become frustrating.,Survey
F000987,C0386,2026-02-22,We are considering other options.,Support
F000988,C0387,2026-04-15,The product has improved our workflow.,Review
F000989,C0387,2026-03-04,The product is easy to use.,Review
F000990,C0387,2026-04-14,Our team has had a good experience.,In-app
F000991,C0387,2026-04-10,The dashboard is very useful.,Survey
F000992,C0388,2026-03-03,The product has improved our workflow.,Survey
F000993,C0388,2026-04-09,The product has improved our workflow.,Review
F000994,C0388,2026-03-03,The product is easy to use.,Survey
F000995,C0388,2026-04-28,The dashboard is very useful.,In-app
F000996,C0389,2026-04-24,Our team has had a good experience.,Survey
F000997,C0389,2026-04-18,We are having too many problems.,Survey
F000998,C0390,2026-04-21,Our team has had a good experience.,Survey
F000999,C0390,2026-04-21,Our team has had a good experience.,Survey
F001000,C0390,2026-04-21,The integration keeps causing problems.,Survey
F001001,C0391,2026-02-21,The product has been difficult to use recently.,Survey
F001002,C0391,2026-02-27,We are considering other options.,Interview
F001003,C0391,2026-02-28,The product has improved our workflow.,Survey
F001004,C0392,2026-04-26,We are having too many problems.,Survey
F001005,C0392,2026-04-26,The product is easy to use.,Review
F001006,C0393,2026-03-19,Our integration is not working properly.,Survey
F001007,C0393,2026-03-06,Our integration is not working properly.,Interview
F001008,C0393,2026-04-28,We need a more reliable integration.,Interview
F001009,C0393,2026-03-03,The experience has become frustrating.,Support
F001010,C0394,2026-01-22,The dashboard is very useful.,In-app
F001011,C0394,2026-01-26,The product has improved our workflow.,In-app
F001012,C0394,2026-02-28,The experience has become frustrating.,Survey
F001013,C0395,2026-02-18,The dashboard is very useful.,Survey
F001014,C0395,2026-02-18,The product is easy to use.,In-app
F001015,C0395,2026-04-18,We are considering other options.,Support
F001016,C0395,2026-02-18,The product has improved our workflow.,In-app
F001017,C0396,2026-02-13,The product has improved our workflow.,Survey
F001018,C0396,2026-03-28,We need a more reliable integration.,Support
F001019,C0396,2026-02-27,Our team has had a good experience.,Survey
F001020,C0396,2026-04-16,The product has improved our workflow.,Survey
F001021,C0397,2026-02-19,The product is easy to use.,Survey
F001022,C0397,2026-04-12,The integration setup is confusing.,Interview
F001023,C0397,2026-02-19,Our team has had a good experience.,Survey
F001024,C0398,2026-02-03,The dashboard is very useful.,Survey
F001025,C0399,2026-04-29,We are considering other options.,Interview
F001026,C0399,2026-04-29,We are considering other options.,Support
F001027,C0400,2026-04-11,The integration setup is confusing.,Interview
F001028,C0401,2026-04-11,The product has improved our workflow.,Review
F001029,C0401,2026-04-11,We are considering other options.,Support
F001030,C0401,2026-04-11,The product is easy to use.,Survey
F001031,C0401,2026-04-11,Our team has had a good experience.,In-app
F001032,C0402,2026-04-21,The product has been difficult to use recently.,Survey
F001033,C0402,2026-04-03,The product is easy to use.,In-app
F001034,C0402,2026-04-28,The dashboard is very useful.,In-app
F001035,C0402,2026-02-28,Our team has had a good experience.,Survey
F001036,C0403,2026-02-16,Our team has had a good experience.,Survey
F001037,C0403,2026-04-23,The integration keeps causing problems.,Interview
F001038,C0403,2026-04-12,Our team has had a good experience.,In-app
F001039,C0403,2026-03-06,The product has been difficult to use recently.,Survey
F001040,C0404,2026-03-28,The product has improved our workflow.,Review
F001041,C0404,2026-02-24,Our team has had a good experience.,Survey
F001042,C0404,2026-04-06,We are having too many problems.,Interview
F001043,C0405,2026-03-31,The experience has become frustrating.,Survey
F001044,C0405,2026-04-25,The integration keeps causing problems.,Interview
F001045,C0405,2026-04-24,The product is easy to use.,Survey
F001046,C0406,2026-04-08,We need a more reliable integration.,Support
F001047,C0406,2026-04-21,We are considering other options.,Survey
F001048,C0406,2026-04-04,The product has improved our workflow.,Survey
F001049,C0406,2026-04-04,The product has improved our workflow.,Review
F001050,C0407,2026-04-11,The experience has become frustrating.,Interview
F001051,C0407,2026-04-11,The product is easy to use.,In-app
F001052,C0407,2026-04-11,We are having too many problems.,Survey
F001053,C0408,2026-03-13,The product is easy to use.,In-app
F001054,C0408,2026-03-13,The product is easy to use.,In-app
F001055,C0408,2026-03-26,The product is easy to use.,In-app
F001056,C0409,2026-04-05,Our team has had a good experience.,Survey
F001057,C0409,2026-04-21,The product has been difficult to use recently.,Survey
F001058,C0410,2026-04-02,Our team has had a good experience.,In-app
F001059,C0410,2026-04-02,The product is easy to use.,In-app
F001060,C0410,2026-04-02,We are considering other options.,Interview
F001061,C0411,2026-04-02,The product has been difficult to use recently.,Survey
F001062,C0411,2026-04-24,Our integration is not working properly.,Interview
F001063,C0411,2026-04-20,We are having too many problems.,Survey
F001064,C0412,2026-03-11,Our team has had a good experience.,In-app
F001065,C0412,2026-01-20,The product has been difficult to use recently.,Survey
F001066,C0412,2026-04-16,The product is easy to use.,Survey
F001067,C0413,2026-04-08,We are having too many problems.,Survey
F001068,C0413,2026-03-14,Our team has had a good experience.,Review
F001069,C0413,2026-01-25,The product is easy to use.,In-app
F001070,C0414,2026-03-07,The product has improved our workflow.,Survey
F001071,C0414,2026-04-09,The product has been difficult to use recently.,Interview
F001072,C0415,2026-04-04,The integration keeps causing problems.,Support
F001073,C0416,2026-01-28,Our team has had a good experience.,Survey
F001074,C0416,2026-02-24,The product has improved our workflow.,Review
F001075,C0416,2026-01-28,The product has been difficult to use recently.,Support
F001076,C0417,2026-03-16,The product is easy to use.,In-app
F001077,C0417,2026-03-16,Our team has had a good experience.,Review
F001078,C0417,2026-03-16,The product is easy to use.,In-app
F001079,C0418,2026-04-05,The experience has become frustrating.,Interview
F001080,C0418,2026-04-25,The integration setup is confusing.,Survey
F001081,C0418,2026-04-11,The integration keeps causing problems.,Support
F001082,C0419,2026-04-01,The dashboard is very useful.,In-app
F001083,C0419,2026-03-11,We are having too many problems.,Support
F001084,C0419,2026-03-11,The experience has become frustrating.,Support
F001085,C0419,2026-03-11,The product has improved our workflow.,Review
F001086,C0420,2026-03-28,The integration setup is confusing.,Interview
F001087,C0420,2026-04-21,Our integration is not working properly.,Support
F001088,C0421,2026-04-06,Our team has had a good experience.,In-app
F001089,C0422,2026-02-10,The dashboard is very useful.,Survey
F001090,C0422,2026-03-22,Our team has had a good experience.,Review
F001091,C0422,2026-02-11,The product is easy to use.,In-app
F001092,C0422,2026-03-26,We need a more reliable integration.,Interview
F001093,C0423,2026-04-05,The product is easy to use.,Survey
F001094,C0423,2026-01-10,The product has improved our workflow.,Review
F001095,C0423,2026-04-27,Our team has had a good experience.,Survey
F001096,C0423,2026-04-07,We need a more reliable integration.,Survey
F001097,C0424,2026-01-10,The product has improved our workflow.,In-app
F001098,C0424,2026-02-28,The product has improved our workflow.,In-app
F001099,C0425,2026-03-16,The product is easy to use.,Survey
F001100,C0426,2026-04-04,We are having too many problems.,Support
F001101,C0427,2026-04-14,Our team has had a good experience.,Review
F001102,C0427,2026-03-25,The experience has become frustrating.,Support
F001103,C0428,2026-04-28,The product has improved our workflow.,Review
F001104,C0428,2026-04-28,The dashboard is very useful.,In-app
F001105,C0428,2026-04-28,The product has improved our workflow.,Survey
F001106,C0429,2026-04-20,The product is easy to use.,In-app
F001107,C0429,2026-04-20,The product has improved our workflow.,In-app
F001108,C0429,2026-04-20,Our integration is not working properly.,Interview
F001109,C0430,2026-03-09,We are having too many problems.,Survey
F001110,C0430,2026-04-14,We are considering other options.,Interview
F001111,C0430,2026-03-09,We are having too many problems.,Support
F001112,C0430,2026-03-09,We are considering other options.,Survey
F001113,C0431,2026-04-14,The dashboard is very useful.,Survey
F001114,C0431,2026-04-27,The product has improved our workflow.,Survey
F001115,C0431,2026-03-12,The dashboard is very useful.,Survey
F001116,C0432,2026-01-27,The product has improved our workflow.,Review
F001117,C0433,2026-03-07,The product is easy to use.,Review
F001118,C0434,2026-02-04,Our team has had a good experience.,Survey
F001119,C0434,2026-04-25,We are considering other options.,Interview
F001120,C0435,2026-04-19,Our team has had a good experience.,In-app
F001121,C0435,2026-04-19,The product is easy to use.,In-app
F001122,C0436,2026-03-11,The integration keeps causing problems.,Interview
F001123,C0436,2026-04-11,We need a more reliable integration.,Interview
F001124,C0436,2026-04-21,The product has improved our workflow.,In-app
F001125,C0436,2026-02-03,The product has improved our workflow.,Review
F001126,C0437,2026-03-22,We are considering other options.,Support
F001127,C0437,2026-03-06,The product is easy to use.,Review
F001128,C0437,2026-04-13,The product is easy to use.,In-app
F001129,C0437,2026-02-06,Our team has had a good experience.,In-app
F001130,C0438,2026-03-18,We are having too many problems.,Support
F001131,C0438,2026-03-18,The product is easy to use.,Survey
F001132,C0438,2026-03-18,The dashboard is very useful.,Review
F001133,C0438,2026-03-18,The product has improved our workflow.,In-app
F001134,C0439,2026-01-10,The product has been difficult to use recently.,Support
F001135,C0439,2026-01-15,The product has improved our workflow.,Review
F001136,C0439,2026-03-13,We are having too many problems.,Support
F001137,C0440,2026-03-28,The product has improved our workflow.,In-app
F001138,C0440,2026-04-25,We are considering other options.,Interview
F001139,C0440,2026-03-28,The dashboard is very useful.,Survey
F001140,C0440,2026-03-28,The product has been difficult to use recently.,Survey
F001141,C0441,2026-04-21,We need a more reliable integration.,Support
F001142,C0441,2026-04-21,The experience has become frustrating.,Interview
F001143,C0442,2026-04-21,The product has improved our workflow.,Review
F001144,C0443,2026-03-23,The dashboard is very useful.,Survey
F001145,C0443,2026-03-08,The integration keeps causing problems.,Survey
F001146,C0444,2026-02-22,The product has been difficult to use recently.,Support
F001147,C0445,2026-04-26,Our team has had a good experience.,In-app
F001148,C0445,2026-04-24,The dashboard is very useful.,In-app
F001149,C0446,2026-03-19,The dashboard is very useful.,In-app
F001150,C0447,2026-02-21,We are having too many problems.,Support
F001151,C0447,2026-02-01,The dashboard is very useful.,In-app
F001152,C0447,2026-03-24,The product is easy to use.,Survey
F001153,C0448,2026-03-16,We are considering other options.,Interview
F001154,C0449,2026-04-17,The product has improved our workflow.,Survey
F001155,C0449,2026-03-21,The experience has become frustrating.,Support
F001156,C0450,2026-02-22,The product is easy to use.,Survey
F001157,C0450,2026-03-15,Our team has had a good experience.,Review
F001158,C0450,2026-03-06,The product has been difficult to use recently.,Survey
F001159,C0451,2026-04-15,The experience has become frustrating.,Interview
F001160,C0451,2026-03-21,The product has improved our workflow.,Review
F001161,C0451,2026-04-14,The product is easy to use.,In-app
F001162,C0451,2026-03-21,The integration keeps causing problems.,Interview
F001163,C0452,2026-01-20,The product has improved our workflow.,Survey
F001164,C0452,2026-03-17,The experience has become frustrating.,Support
F001165,C0452,2026-03-04,The product is easy to use.,In-app
F001166,C0452,2026-03-12,The dashboard is very useful.,In-app
F001167,C0453,2026-02-23,The product is easy to use.,Survey
F001168,C0453,2026-04-20,The integration keeps causing problems.,Interview
F001169,C0453,2026-02-23,The product has improved our workflow.,In-app
F001170,C0453,2026-03-24,The product is easy to use.,Survey
F001171,C0454,2026-03-26,The dashboard is very useful.,Survey
F001172,C0454,2026-04-23,Our team has had a good experience.,In-app
F001173,C0454,2026-03-26,The integration setup is confusing.,Support
F001174,C0454,2026-03-26,The product is easy to use.,Review
F001175,C0455,2026-03-16,The experience has become frustrating.,Support
F001176,C0456,2026-03-27,The dashboard is very useful.,Survey
F001177,C0456,2026-03-14,The dashboard is very useful.,Survey
F001178,C0457,2026-03-08,The experience has become frustrating.,Survey
F001179,C0458,2026-02-24,The experience has become frustrating.,Interview
F001180,C0458,2026-02-10,Our team has had a good experience.,In-app
F001181,C0458,2026-03-15,The integration setup is confusing.,Survey
F001182,C0458,2026-02-10,The product has been difficult to use recently.,Survey
F001183,C0459,2026-04-30,The dashboard is very useful.,Review
F001184,C0459,2026-04-30,The product is easy to use.,Survey
F001185,C0459,2026-04-30,The dashboard is very useful.,Review
F001186,C0460,2026-02-03,We are considering other options.,Support
F001187,C0460,2026-02-03,The product is easy to use.,Review
F001188,C0460,2026-02-03,The product is easy to use.,Survey
F001189,C0460,2026-02-03,The product has been difficult to use recently.,Interview
F001190,C0461,2026-04-23,The product is easy to use.,In-app
F001191,C0461,2026-03-27,Our team has had a good experience.,Review
F001192,C0461,2026-02-03,The product has been difficult to use recently.,Survey
F001193,C0461,2026-01-27,We are having too many problems.,Survey
F001194,C0462,2026-03-27,The product has been difficult to use recently.,Support
F001195,C0463,2026-04-02,Our team has had a good experience.,Survey
F001196,C0463,2026-04-02,Our integration is not working properly.,Survey
F001197,C0463,2026-04-02,We are considering other options.,Support
F001198,C0464,2026-02-12,We are considering other options.,Survey
F001199,C0465,2026-03-03,Our team has had a good experience.,Review
F001200,C0465,2026-04-14,We need a more reliable integration.,Interview
F001201,C0465,2026-04-18,The dashboard is very useful.,Survey
F001202,C0466,2026-03-07,Our integration is not working properly.,Survey
F001203,C0467,2026-02-20,The dashboard is very useful.,Review
F001204,C0467,2026-02-20,We are considering other options.,Interview
F001205,C0468,2026-02-07,The product has improved our workflow.,Survey
F001206,C0468,2026-03-09,The product is easy to use.,Survey
F001207,C0469,2026-04-28,We need a more reliable integration.,Support
F001208,C0469,2026-03-27,The product is easy to use.,Survey
F001209,C0470,2026-03-24,The product has improved our workflow.,Review
F001210,C0471,2026-04-17,The integration keeps causing problems.,Interview
F001211,C0471,2026-02-08,We are having too many problems.,Support
F001212,C0471,2026-02-08,The product has improved our workflow.,In-app
F001213,C0472,2026-02-28,The experience has become frustrating.,Interview
F001214,C0472,2026-02-28,We are considering other options.,Interview
F001215,C0472,2026-02-28,The experience has become frustrating.,Survey
F001216,C0473,2026-03-10,Our integration is not working properly.,Support
F001217,C0473,2026-02-10,The product has been difficult to use recently.,Interview
F001218,C0474,2026-04-29,The dashboard is very useful.,Survey
F001219,C0475,2026-04-07,The product is easy to use.,Survey
F001220,C0475,2026-04-07,Our team has had a good experience.,Survey
F001221,C0475,2026-04-07,The integration keeps causing problems.,Survey
F001222,C0476,2026-04-30,The product has improved our workflow.,Review
F001223,C0476,2026-04-30,The integration setup is confusing.,Survey
F001224,C0476,2026-04-30,The product has been difficult to use recently.,Survey
F001225,C0476,2026-04-30,The product has improved our workflow.,Review
F001226,C0477,2026-02-17,The product has improved our workflow.,Survey
F001227,C0477,2026-02-05,The product has improved our workflow.,Survey
F001228,C0477,2026-03-10,The product is easy to use.,Survey
F001229,C0477,2026-04-17,The product is easy to use.,In-app
F001230,C0478,2026-03-17,Our integration is not working properly.,Survey
F001231,C0478,2026-04-08,Our integration is not working properly.,Survey
F001232,C0479,2026-02-28,The product has improved our workflow.,Survey
F001233,C0480,2026-04-21,The experience has become frustrating.,Survey
F001234,C0480,2026-03-21,Our integration is not working properly.,Interview
F001235,C0480,2026-03-21,The dashboard is very useful.,Survey
F001236,C0481,2026-03-14,The product has improved our workflow.,In-app
F001237,C0481,2026-03-14,The experience has become frustrating.,Interview
F001238,C0481,2026-03-28,Our team has had a good experience.,Survey
F001239,C0482,2026-04-07,The dashboard is very useful.,Review
F001240,C0482,2026-02-21,We are having too many problems.,Support
F001241,C0482,2026-01-13,The product has improved our workflow.,Survey
F001242,C0483,2026-04-16,Our integration is not working properly.,Support
F001243,C0483,2026-01-10,The dashboard is very useful.,In-app
F001244,C0483,2026-03-11,Our integration is not working properly.,Survey
F001245,C0484,2026-03-10,The integration keeps causing problems.,Interview
F001246,C0485,2026-02-02,The experience has become frustrating.,Survey
F001247,C0485,2026-01-28,Our team has had a good experience.,Review
F001248,C0486,2026-03-06,We are considering other options.,Support
F001249,C0486,2026-03-06,The product is easy to use.,Review
F001250,C0486,2026-03-06,The dashboard is very useful.,In-app
F001251,C0487,2026-03-15,The integration keeps causing problems.,Interview
F001252,C0488,2026-04-22,The experience has become frustrating.,Support
F001253,C0488,2026-02-23,The product has been difficult to use recently.,Survey
F001254,C0488,2026-04-07,The product is easy to use.,In-app
F001255,C0489,2026-04-30,The product has been difficult to use recently.,Survey
F001256,C0489,2026-04-30,The experience has become frustrating.,Survey
F001257,C0489,2026-04-30,The product is easy to use.,In-app
F001258,C0489,2026-04-30,Our integration is not working properly.,Survey
F001259,C0490,2026-03-12,The product has improved our workflow.,Review
F001260,C0490,2026-04-07,The dashboard is very useful.,Survey
F001261,C0490,2026-02-14,The product has improved our workflow.,Survey
F001262,C0491,2026-04-23,The product has been difficult to use recently.,Interview
F001263,C0491,2026-04-24,The product has improved our workflow.,In-app
F001264,C0491,2026-04-23,The product is easy to use.,Survey
F001265,C0491,2026-04-26,We need a more reliable integration.,Interview
F001266,C0492,2026-04-04,The product has improved our workflow.,In-app
F001267,C0493,2026-04-23,The product is easy to use.,Survey
F001268,C0493,2026-04-23,The product is easy to use.,Survey
F001269,C0494,2026-03-15,The product has improved our workflow.,Survey
F001270,C0494,2026-02-07,The experience has become frustrating.,Interview
F001271,C0494,2026-03-02,The integration keeps causing problems.,Interview
F001272,C0495,2026-04-10,The dashboard is very useful.,Survey
F001273,C0495,2026-03-16,The dashboard is very useful.,In-app
F001274,C0496,2026-03-13,We need a more reliable integration.,Survey
F001275,C0496,2026-02-16,Our team has had a good experience.,In-app
F001276,C0496,2026-03-10,The dashboard is very useful.,In-app
F001277,C0497,2026-04-07,We need a more reliable integration.,Interview
F001278,C0497,2026-04-01,We are having too many problems.,Support
F001279,C0497,2026-03-24,The dashboard is very useful.,In-app
F001280,C0498,2026-04-18,We need a more reliable integration.,Survey
F001281,C0498,2026-02-26,Our team has had a good experience.,In-app
F001282,C0499,2026-04-17,We are considering other options.,Support
F001283,C0500,2026-04-25,The dashboard is very useful.,In-app
F001284,C0500,2026-03-11,The dashboard is very useful.,In-app
F001285,C0501,2026-04-01,The product is easy to use.,Review
F001286,C0501,2026-04-01,The product has improved our workflow.,Survey
F001287,C0501,2026-04-17,The product is easy to use.,In-app
F001288,C0502,2026-04-25,Our team has had a good experience.,Survey
F001289,C0502,2026-04-26,Our integration is not working properly.,Interview
F001290,C0502,2026-02-26,The dashboard is very useful.,Survey
F001291,C0502,2026-03-12,Our team has had a good experience.,Review
F001292,C0503,2026-03-20,The product has improved our workflow.,Survey
F001293,C0503,2026-03-20,We are having too many problems.,Interview
F001294,C0503,2026-04-10,Our team has had a good experience.,In-app
F001295,C0503,2026-03-20,The product is easy to use.,Survey
F001296,C0504,2026-04-14,The product is easy to use.,In-app
F001297,C0505,2026-03-25,Our team has had a good experience.,Survey
F001298,C0505,2026-03-25,Our team has had a good experience.,Survey
F001299,C0505,2026-03-25,We need a more reliable integration.,Survey
F001300,C0506,2026-03-09,The product has been difficult to use recently.,Support
F001301,C0506,2026-03-09,The product is easy to use.,Review
F001302,C0506,2026-03-09,The experience has become frustrating.,Support
F001303,C0507,2026-02-25,The experience has become frustrating.,Support
F001304,C0507,2026-04-26,We are having too many problems.,Survey
F001305,C0508,2026-03-27,We are considering other options.,Interview
F001306,C0508,2026-03-27,The product is easy to use.,Survey
F001307,C0509,2026-04-15,The dashboard is very useful.,Survey
F001308,C0510,2026-03-12,The dashboard is very useful.,Review
F001309,C0510,2026-03-12,We are having too many problems.,Support
F001310,C0511,2026-03-08,The dashboard is very useful.,In-app
F001311,C0511,2026-02-17,The product has improved our workflow.,Review
F001312,C0511,2026-03-26,The product has improved our workflow.,Survey
F001313,C0512,2026-04-30,The product is easy to use.,Survey
F001314,C0512,2026-04-30,We are having too many problems.,Survey
F001315,C0512,2026-04-30,We are having too many problems.,Survey
F001316,C0513,2026-03-26,The product has improved our workflow.,Review
F001317,C0513,2026-03-26,We need a more reliable integration.,Support
F001318,C0513,2026-03-26,The product has been difficult to use recently.,Support
F001319,C0514,2026-02-08,The dashboard is very useful.,Review
F001320,C0514,2026-01-21,The product is easy to use.,Review
F001321,C0515,2026-04-23,The integration keeps causing problems.,Survey
F001322,C0515,2026-04-23,The product has improved our workflow.,In-app
F001323,C0515,2026-04-23,The product has improved our workflow.,Review
F001324,C0516,2026-02-13,The product has been difficult to use recently.,Survey
F001325,C0516,2026-01-18,Our team has had a good experience.,Review
F001326,C0516,2026-04-13,The dashboard is very useful.,In-app
F001327,C0517,2026-04-11,We are considering other options.,Support
F001328,C0517,2026-02-03,The experience has become frustrating.,Interview
F001329,C0518,2026-04-27,The product is easy to use.,Review
F001330,C0518,2026-04-27,The integration keeps causing problems.,Support
F001331,C0518,2026-01-25,The product is easy to use.,Survey
F001332,C0518,2026-01-15,The product has improved our workflow.,Survey
F001333,C0519,2026-04-24,The integration setup is confusing.,Interview
F001334,C0519,2026-04-24,The product is easy to use.,In-app
F001335,C0519,2026-04-24,We need a more reliable integration.,Survey
F001336,C0519,2026-04-24,We need a more reliable integration.,Support
F001337,C0520,2026-03-18,We are having too many problems.,Support
F001338,C0520,2026-01-24,The product has improved our workflow.,Review
F001339,C0520,2026-01-18,The product has been difficult to use recently.,Support
F001340,C0521,2026-04-06,Our integration is not working properly.,Interview
F001341,C0521,2026-04-06,The product is easy to use.,Survey
F001342,C0521,2026-04-06,The product is easy to use.,Survey
F001343,C0522,2026-03-20,The integration keeps causing problems.,Support
F001344,C0522,2026-03-12,We are considering other options.,Support
F001345,C0523,2026-04-06,Our integration is not working properly.,Support
F001346,C0523,2026-03-28,We need a more reliable integration.,Support
F001347,C0524,2026-02-04,Our team has had a good experience.,In-app
F001348,C0525,2026-02-06,Our team has had a good experience.,In-app
F001349,C0525,2026-03-14,The product is easy to use.,Review
F001350,C0525,2026-02-27,The dashboard is very useful.,Review
F001351,C0526,2026-03-19,Our team has had a good experience.,In-app
F001352,C0526,2026-03-19,The experience has become frustrating.,Survey
F001353,C0526,2026-03-19,Our team has had a good experience.,In-app
F001354,C0526,2026-03-19,The product has improved our workflow.,Survey
F001355,C0527,2026-04-23,The product has been difficult to use recently.,Survey
F001356,C0527,2026-01-27,Our team has had a good experience.,Survey
F001357,C0527,2026-03-07,The product is easy to use.,Survey
F001358,C0527,2026-02-02,Our team has had a good experience.,Survey
F001359,C0528,2026-04-02,The dashboard is very useful.,In-app
F001360,C0528,2026-04-08,The integration setup is confusing.,Interview
F001361,C0528,2026-04-02,Our integration is not working properly.,Survey
F001362,C0529,2026-02-13,The product has improved our workflow.,Review
F001363,C0529,2026-04-04,Our team has had a good experience.,Survey
F001364,C0529,2026-04-13,The product has improved our workflow.,Review
F001365,C0530,2026-04-19,The product has been difficult to use recently.,Interview
F001366,C0530,2026-03-23,The experience has become frustrating.,Survey
F001367,C0531,2026-03-29,The integration setup is confusing.,Interview
F001368,C0532,2026-04-15,The integration setup is confusing.,Survey
F001369,C0532,2026-03-23,The product has been difficult to use recently.,Interview
F001370,C0533,2026-04-20,The experience has become frustrating.,Support
F001371,C0533,2026-04-20,We are considering other options.,Support
F001372,C0533,2026-04-20,The product has improved our workflow.,In-app
F001373,C0534,2026-02-03,We are having too many problems.,Interview
F001374,C0534,2026-04-19,The product is easy to use.,Survey
F001375,C0535,2026-03-06,We are having too many problems.,Survey
F001376,C0535,2026-03-06,Our team has had a good experience.,Survey
F001377,C0536,2026-03-04,The product is easy to use.,Survey
F001378,C0536,2026-03-22,The dashboard is very useful.,Survey
F001379,C0536,2026-03-04,The product is easy to use.,Review
F001380,C0536,2026-04-06,The integration setup is confusing.,Interview
F001381,C0537,2026-04-03,The product is easy to use.,Review
F001382,C0537,2026-02-15,The experience has become frustrating.,Interview
F001383,C0538,2026-04-26,The product has been difficult to use recently.,Support
F001384,C0539,2026-04-27,The dashboard is very useful.,In-app
F001385,C0539,2026-04-27,The product has improved our workflow.,In-app
F001386,C0540,2026-04-19,The product has improved our workflow.,Survey
F001387,C0540,2026-04-19,The product has improved our workflow.,Survey
F001388,C0541,2026-04-12,The integration setup is confusing.,Support
F001389,C0541,2026-02-17,The dashboard is very useful.,Review
F001390,C0542,2026-01-21,The product is easy to use.,Survey
F001391,C0543,2026-03-23,The product has improved our workflow.,In-app
F001392,C0543,2026-03-23,The product has improved our workflow.,In-app
F001393,C0544,2026-04-03,The product has been difficult to use recently.,Support
F001394,C0545,2026-04-17,The product has improved our workflow.,Survey
F001395,C0546,2026-04-20,We are considering other options.,Interview
F001396,C0546,2026-02-16,The product is easy to use.,In-app
F001397,C0547,2026-03-18,The integration setup is confusing.,Survey
F001398,C0547,2026-04-20,The product has improved our workflow.,In-app
F001399,C0547,2026-03-25,The dashboard is very useful.,In-app
F001400,C0548,2026-04-02,The integration keeps causing problems.,Survey
F001401,C0548,2026-01-18,The dashboard is very useful.,In-app
F001402,C0549,2026-03-11,The dashboard is very useful.,Survey
F001403,C0550,2026-04-09,The experience has become frustrating.,Interview
F001404,C0550,2026-04-19,The product has been difficult to use recently.,Survey
F001405,C0550,2026-04-09,The dashboard is very useful.,Review
F001406,C0550,2026-04-09,Our team has had a good experience.,Review
F001407,C0551,2026-01-18,The dashboard is very useful.,Review
F001408,C0551,2026-04-11,Our team has had a good experience.,Review
F001409,C0551,2026-02-23,The experience has become frustrating.,Interview
F001410,C0552,2026-03-23,The product has improved our workflow.,Review
F001411,C0553,2026-03-09,We need a more reliable integration.,Survey
F001412,C0553,2026-03-12,The experience has become frustrating.,Survey
F001413,C0553,2026-02-26,Our team has had a good experience.,Survey
F001414,C0554,2026-02-04,The product is easy to use.,In-app
F001415,C0554,2026-03-28,The integration setup is confusing.,Support
F001416,C0554,2026-03-23,The integration setup is confusing.,Interview
F001417,C0554,2026-02-14,We are having too many problems.,Support
F001418,C0555,2026-04-05,The product is easy to use.,Review
F001419,C0556,2026-02-26,The product has been difficult to use recently.,Interview
F001420,C0556,2026-02-26,Our team has had a good experience.,In-app
F001421,C0557,2026-03-12,Our team has had a good experience.,In-app
F001422,C0557,2026-03-12,The product has improved our workflow.,In-app
F001423,C0557,2026-03-13,The product is easy to use.,Survey
F001424,C0557,2026-03-12,We are considering other options.,Interview
F001425,C0558,2026-04-01,We are having too many problems.,Interview
F001426,C0559,2026-03-18,The product has improved our workflow.,Survey
F001427,C0559,2026-03-15,The dashboard is very useful.,In-app
F001428,C0559,2026-02-24,Our team has had a good experience.,Review
F001429,C0559,2026-04-26,We need a more reliable integration.,Support
F001430,C0560,2026-04-05,The dashboard is very useful.,Survey
